code,name,city,country,lat,lon
YAB,Arctic Bay Airport,Arctic Bay,Canada,73.006389,-85.047222
,Hope Bay Aerodrome,Hope Bay,Canada,68.163889,-106.614444
BCV,Hector Silva Airstrip,Belmopan,Belize,17.269444,-88.776111
,Grand-Santi Airport,Grand-Santi,French Guiana,4.283333,-54.381111
MPY,Maripasoula Airport,Maripasoula,French Guiana,3.6575,-54.037222
LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,5.483056,-54.034444
AAJ,Cayana Airstrip,Cayana,Suriname,3.898611,-55.577778
LDO,Laduani Airstrip,Laduani,Suriname,4.3754,-55.4075
KJI,Kanas Airport,Burqin,China,48.221111,86.998056
CPB,Capurgana Airport,Capurgana,Colombia,8.616667,-77.333333
HMB,Sohag International,Sohag,Egypt,26.341189,31.742983
RVY,Rivera International Airport,Rivera,Uruguay,-30.974444,-55.476111
POJ,Patos de Minas Airport,Patos de Minas,Brazil,-18.672778,-46.491111
JTC,Bauru-Arealva,Bauru,Brazil,-22.157778,-49.068333
OIA,Ourilandia do Norte Airport,Ourilandia do Norte,Brazil,-6.763056,-51.05
RDC,Redencao Airport,Redencao,Brazil,-8.033333,-49.98
SXX,Sao Felix do Xingu Airport,Sao Felix do Xingu,Brazil,-6.641389,-51.952222
BYO,Bonito Airport,Bointo,Brazil,-21.247222,-56.4525
SXO,Sao Felix do Araguaia Airport,Sao Felix do Araguaia,Brazil,-11.6325,-50.689444
CFC,Carlos Alberto da Costa Neves Airport,Cacador,Brazil,-26.788333,-50.939722
CAF,Carauari Airport,Carauari,Brazil,-4.871389,-66.8975
,Porto Urucu,Porto Urucu,Brazil,-4.884167,-65.355556
ERN,Amaury Feitosa Tomaz Airport,Eirunepe,Brazil,-6.639444,-69.879722
CCI,Concordia Airport,Concordia,Brazil,-27.180556,-52.052778
FBE,Paulo Abdala Airport,Francisco Beltrao,Brazil,-26.059167,-53.063333
CFO,Confresa Airport,Confresa,Brazil,-10.633611,-51.567222
19A,Jackson County Airport,Jefferson,United States,34.1758638,-83.5615972
AAF,Apalachicola Regional Airport,Apalachicola,United States,29.7276066,-85.0274416
UMU,Orlando de Carvalho Airport,Umuarama,Brazil,-23.798611,-53.313611
DTI,Diamantina Airport,Diamantina,Brazil,-18.231944,-43.650278
FBA,Fonte Boa Airport,Fonte Boa,Brazil,-2.5325,-66.083333
OLC,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,-3.465556,-68.918889
HUW,Humaita Airport,Humaita,Brazil,-7.532222,-63.072222
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,-0.416944,-65.033889
ORX,Oriximina Airport,Oriximina,Brazil,-1.714167,-55.836111
UNA,Una-Comandatuba Airport,Una,Brazil,-15.355278,-38.998889
,Algeciras Heliport,Algeciras,Spain,36.128889,-5.441111
,Algeciras Heliport,Algeciras,Spain,36.128889,-5.441111
,Kai Tak International Airport ,Hong Kong,Hong Kong,22.3177,114.202
,Kai Tak International Airport ,Hong Kong,Hong Kong,22.3177,114.202
TEF,Telfer Airport,Telfer,Australia,-21.713057,122.21222
GZP,Gazipasa Airport,Alanya,Turkey,36.2993,32.3014
,FOB Shank,Shank,Afghanistan,33.921369,69.07813
SGJ,St. Augustine Airport,St. Augustine,United States,29.95925,-81.3397222
LDZ,Londolozi,Londolozi,South Africa,-24.8333,31.5
,Singita Sabi Sands,Sabi Sands,South Africa,-24.84,31.41
,Singita Sabi Sands,Sabi Sands,South Africa,-24.84,31.41
INY,Singita Sabi Sands,Sabi Sands,South Africa,-24.815,31.42
DQH,Douglas Municipal Airport,Douglas,United States,31.4767385,-82.8605664
FRP,St Lucie County International Airport,Fort Pierce,United States,27.497472,-80.372638
ALX,Alexandria,Alexandria,United States,38.806346,-77.0621
TAN,Taunton Municipal Airport - King Field,Taunton,United States,41.8744017,-71.0166453
PYM,Plymouth Municipal Airport,Plymouth,United States,41.9090278,-70.7287778
OQU,Quonset State Airport,North Kingstown,United States,41.5971389,-71.4121389
1B9,Mansfield Municipal,Mansfield,United States,42.0001331,-71.1967714
OWD,Norwood Memorial Airport,Norwood,United States,42.1905278,-71.1729444
BAF,Barnes Municipal,Westfield,United States,42.1579472,-72.715875
IJD,Windham Airport,Willimantic,United States,41.7440278,-72.1802222
MGJ,Orange County Airport,Montgomery,United States,41.5099884,-74.2646444
CXY,Capital City Airport,Harrisburg,United States,40.2171389,-76.8513611
GHG,Marshfield Municipal Airport,Marshfield,United States,42.09825,-70.6721389
DXR,Danbury Municipal Airport,Danbury,United States,41.3715353,-73.4821906
ASH,Boire Field Airport,Nashua,United States,42.78175,-71.5147778
LWM,Lawrence Municipal Airport,Lawrence,United States,42.7171944,-71.1234167
OXC,Waterbury-Oxford Airport,Oxford,United States,41.4785556,-73.13525
FIT,Fitchburg Municipal Airport,Fitchburg,United States,42.5541111,-71.7589722
,Stockmar Airport,Villa Rica,United States,33.7565556,-84.8850625
VPC,Cartersville Airport,Cartersville,United States,34.1231475,-84.8487067
PYP,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States,34.0899167,-85.6100833
RMG,Richard B Russell Airport,Rome,United States,34.3507778,-85.1586667
GAD,Northeast Alabama Regional Airport,Gadsden,United States,33.9726489,-86.0890834
DKX,Knoxville Downtown Island Airport,Knoxville,United States,35.9638333,-83.8736667
WDR,Barrow County Airport,Winder,United States,33.9828611,-83.6674167
JYL,Plantation Airpark,Sylvania,United States,32.6452778,-81.5971111
DNN,Dalton Municipal Airport,Dalton,United States,34.7229444,-84.87025
CTJ,West Georgia Regional Airport - O V Gray Field,Carrollton,United States,33.6316964,-85.1522641
4A9,Isbell Field Airport,Fort Payne,United States,34.4736944,-85.7213889
LGC,LaGrange-Callaway Airport,LaGrange,United States,33.0088611,-85.0726111
MLJ,Baldwin County Airport,Milledgeville,United States,33.154225,-83.2414139
4A4,Polk County Airport - Cornelius Moore Field,Cedartown,United States,34.0186944,-85.1464722
PIM,Harris County Airport,Pine Mountain,United States,32.8406944,-84.8824444
FFC,Atlanta Regional Airport - Falcon Field,Atlanta,United States,33.35725,-84.5718333
9A1,Covington Municipal Airport,Covington,United States,33.6323083,-83.8474472
GVL,Lee Gilmer Memorial Airport,Gainesville,United States,34.272627,-83.8302233
,Cherokee County Airport,Canton,United States,34.3122175,-84.4221556
54J,DeFuniak Springs Airport,DeFuniak Springs,United States,30.7311111,-86.1537778
9A5,Barwick Lafayette Airport,LaFayette,United States,34.6884792,-85.2903319
PHD,Harry Clever Field Airport,New Philadelpha,United States,40.4701667,-81.4199444
UDG,Darlington County Jetport,Darlington,United States,34.4493845,-79.8900608
HXD,Hilton Head Airport,Hilton Head Island,United States,32.2243611,-80.6974722
49A,Gilmer County Airport,Ellijay,United States,34.6282222,-84.5265833
0A9,Elizabethton Municipal Airport,Elizabethton,United States,36.3712222,-82.1734167
06A,Moton Field Municipal Airport,Tuskegee,United States,32.4605722,-85.6800278
DNL,Daniel Field Airport,Augusta,United States,33.4665028,-82.0393808
MRN,Foothills Regional Airport,Morganton,United States,35.8202336,-81.6115119
PBX,Pike County Airport - Hatcher Field,Pikeville,United States,37.5617639,-82.5663889
,Mallards Landing Airport,Locust Grove,United States,33.3656703,-84.1651964
TOC,Toccoa RG Letourneau Field Airport,Toccoa,United States,34.5928117,-83.2963717
,Shaftesbury-Compton Abbas Aerodrome,Shaftesbury,United Kingdom,50.9672,-2.1536
,SCC4,MFO,Egypt,30.524819,34.584025
,SCC4,MFO,Egypt,30.524819,34.584025
,SCC4,MFO,Egypt,30.524819,34.584025
,SCC4,MFO,Egypt,30.524819,34.584025
PLV,Poltava,Poltava,Ukraine,49.34261,34.23551
,Ferry Port,Calais,France,50.967536,1.849308
,Ferry Port,Dover,United Kingdom,51.126876,1.339747
,Aweil Airport,Aweil,Sudan,8.77,27.3975
WUU,Wau Airport,Wau,Sudan,7.725,27.98
HUE,Humera Airport,Humera,Ethiopia,14.3,36.616667
OYL,Moyale Airport,Moyale,Kenya,3.465,39.105
,Zagora Airport,Zagora,Morocco,30.330556,-5.838056
WYE,Yengema Airport,Yengema,Sierra Leone,8.615308,-11.047192
GBK,Gbangbatok Airport,Gbangbatok,Sierra Leone,7.767,-12.383
,Hong Kong China Ferry Terminal,Hong Kong,Hong Kong,22.299204,114.166164
VDF,Tampa Executive Airport,Tampa,United States,28.0139772,-82.3452778
,UOTT,Turukhansk,Russia,65.46,87.53
,Podkamennaya Tunguska,Bor,Russia,61.34,89.56
AFW,Fort Worth Alliance Airport,Fort Worth,United States,32.987778,-97.318889
57C,East Troy Municipal Airport,East Troy,United States,42.7971667,-88.3726111
,Kolpashevo Airport,Kolpashevo,Russia,58.3333,82.9333
MYF,Montgomery Field,San Diego,United States,32.4759,117.759
SEL,Gimpo International Airpot,Seoul,South Korea,37.558311,126.790586
,Ali Al Salem Air Base,Kuwait,Kuwait,29.346742,47.520753
RMK,Renmark,Renmark,Australia,-34.118,140.404
,Leigh Creek,Leigh Creek,Australia,-30.598333,138.425833
,Warburton,Warburton Community,Australia,-26.128333,126.583333
,Cunderdin,Cunderdin,Australia,-31.622223,117.216667
,Rottnest Island,Rottnest Island,Australia,-32.006667,115.539722
,Forrest,Forrest,Australia,-30.838056,128.115
,Ballarat,Ballarat,Australia,-37.511667,143.791111
KEW,Keewaywin,Keewaywin,Canada,52.991111,-92.836389
YSP,Marathon,Marathon,Canada,48.755278,-86.344444
YHF,Rene Fontaine,Hearst,Canada,49.713889,-83.686944
YHN,Hornepayne,Hornepayne,Canada,49.193056,-84.758889
YKX,Kirkland Lake,Kirkland Lake,Canada,48.210278,-79.981389
YMG,Manitouwadge,Manitouwadge,Canada,49.083889,-85.860556
YXZ,Wawa,Wawa,Canada,47.966944,-84.786389
YEM,Manitoulin East,Manitowaning,Canada,45.8425,-81.8575
,Slate Falls,Slate Falls,Canada,51.13,-91.665556
,Collingwood,Collingwood,Canada,44.449167,-80.158333
YFD,Brantford,Brantford,Canada,43.131389,-80.3425
LWC,Lawrence Municipal,Lawrence,United States,39.009167,-95.2175
EGT,Wellington Municipal,Wellington,United States,37.39411,-97.423225
,Isla San Jose,Isla San Jose,Panama,8.252,-79.0668
6A2,Griffin-Spalding County Airport,Griffin,United States,33.2269722,-84.2749444
,Dieu Merci,Saint-Elie,French Guiana,4.7828,-53.2611
,DEGRA,REMIRE-MONTJOLY,French Guiana,4.8708,52.2783
,Herapel,Morsbach,France,49.1606,6.8649
,Degrad des Cannes,REMIRE-MONTJOLY,French Guiana,4.8708,-52.2783
,Elysee,Elysee,French Guiana,4.75,-54.05
,Citron,Citron,French Guiana,4.7301,-53.9516
,Yaou,Maripasoula,French Guiana,3.7243,-53.9747
,Helicojyp,REMIRE-MONTJOLY,French Guiana,4.8936,-52.2922
NIC,Nicosia International Airport,Nicosia,Cyprus,35.15111,33.27222
PMP,Pompano Beach Airpark,Pompano Beach,United States,26.2471389,-80.1110556
XMC,Mallacoota Airport,Mallacoota,Australia,-37.598301,149.720001
ULH,Prince Abdul Majeed Airport,Al-Ula,Saudi Arabia,26.636718,37.908018
,Pogapa Airstrip,Pogapa,Indonesia,-3.7518,136.842481
,Pogapa Airstrip,Pogapa,Indonesia,-3.7518,136.842481
,Greyhound Station,Washington DC,United States,38.90339,-77.00583
,Roma Street Railway Station,Brisbane,Australia,-27.4666667,-153.0166667
,Roma Street Railway Station,Brisbane,Australia,-27.4666667,153.0166667
,Rockhampton Railway Station,Rockhampton,Australia,-23.378941,150.512323
,Sydney Terminal Railway Station,Sydney,Australia,-33.88373,151.20592
,Melbourne Southern Cross Railway Station,Melbourne,Australia,-37.8181602,144.9533883
,Nambour Railway Station,Nambour,Australia,-26.617353,152.973785
,Bundaberg Railway Station,Bundaberg,Australia,-24.867837,152.349416
,Hung Hom Railway Station,Hong Kong,Hong Kong,22.308813,114.169624
,Hong Kong Railway Station,Hong Kong,Hong Kong,22.2846291083,114.158227444
EET,Shelby County Airport,Alabaster,United States,33.1777778,-86.7832222
YUE,Yuendumu ,Yuendumu ,Australia,-22.254167,131.781944
XWG,Gare de Strasbourg,Strasbourg,France,48.585068,7.734547
,Sky Ranch at Carefree,Carefree,United States,33.8180947,-111.8979242
,St Peter and St Paul Fortress,St. Petersburg,Russia,59.951443,30.313831
GZS,Guangzhou South Railway Station,Guangzhou,China,22.990081,113.270631
,Oddballs Camp Private Airstrip,Okavango Oddballs Camp,Botswana,-19.531281,23.091847
LOP,Lombok International Airport,Praya,Indonesia,-8.7573222,116.276675
OMM,Marmul,Marmul,Oman,18.133333,55.266666
,One Hundred Mile House Airport,One Hundred Mile House,Canada,51.3833,-121.1825
ZML,South Cariboo Regional Airport,108 Mile Ranch,Canada,51.4412,-121.1958
,Glasgow City Heliport,Glasgow,United Kingdom,55.5141,-4.1749
,Yarram,Yarram,Australia,-38.56,146.75
HDG,Hebei Handan Airport,Handan,China,36.524,114.43
,Jade Mountain Helipad,Soufriere,Saint Lucia,13.868921,-61.073596
UMP,Indianapolis Metropolitan Airport,Indianapolis,United States,39.935278,-86.045
LOZ,London-Corbin Airport-MaGee Field,London,United States,37.0868889,-84.0773889
,Camden Station,Baltimore,United States,39.2837181,-76.621634
FBG,Fredericksburg Amtrak Station,Fredericksburg,United States,38.298416,-77.456875
,Pamalican Airstrip,Cuyo,Philippines,11.354499,120.730991
WMI,Warsaw Modlin,Warsaw,Poland,52.451111,20.651667
,Buffalo Bus Terminal,Buffalo,United States,42.883512,-78.87205
,Twelve Apostles Heliport,Princetown,Australia,-38.665833,143.104444
JXA,Jixi Airport,Jixi,China,45.30611,130.99667
,King St Station,Seattle,United States,47.5985,-122.3299
,Palatka Amtrak Station,Palatka,United States,29.649178,-81.640456
YGM,Gimli Industrial Park Airport,Gimli,Canada,50.628056,-97.043333
,Matheson Island Airport,Matheson Island,Canada,51.732222,-96.934444
,Matheson Island Airport,Matheson Island,Canada,51.732222,-96.934444
,Matheson Island Airport,Matheson Island,Canada,51.732222,-96.934444
,Tura,Tura,Russia,64.33,100.43
EYK,Beloyarsky,Beloyarsky,Russia,63.683056,66.683056
,Ypenburg,Ypenburg,Netherlands,52.040376,4.365771
RAC,John H. Batten Airport,Racine,United States,42.7605,-87.8152
RZP,Taytay Sandoval,Taytay,Philippines,11.05167,119.5183
,Gera Leumnitz,Gera,Germany,50.8814,12.1322
,Gera Leumnitz,Gera,Germany,50.880023,12.132411
,Mira Flores,Mira Flores,Colombia,1.444549,-71.949921
,Kasimovo,Saint-Petersburg,Russia,60.200059,30.334926
QOT,Otaru,Otaru,Japan,43.1894444,141.0022222
,Noboribetsu,Noboribetsu,Japan,42.46867,141.03833
,Terlet,Arnhem,Netherlands,52.057222,5.924444
,Schaffen Diest,Schaffen,Belgium,51.002846,5.060649
,Blomberg 3GGW,Blomberg,Germany,51.930401,9.094285
,Buckeburg,Buckeburg,Germany,52.279764,9.079843
RKZ,Shigatse Peace Airport,Shigatse,China,29.351667,89.306944
REI,Redlands Municipal Airport,Redlands,United States,34.08525,-117.146388
49X,Chemehuevi Valley,Chemehuevi Valley,United States,34.528889,-114.431971
RIR,Flabob Airport,Riverside,United States,33.988778,-117.409971
TIW,Tacoma Narrows Airport,Tacoma,United States,47.267944,-122.57811
X39,Tampa North Aero Park,Tampa,United States,28.221278,-82.374555
,Athuruga,Athuruga,Maldives,3.0,72.0
,Athuruga,Athuruga,Maldives,3.0,72.0
,Athuruga,Athuruga,Maldives,3.0,72.0
,STROE KAZERNE,STROE,Netherlands,52.198138,5.705802
,\\'t Harde,Oldebroek,Netherlands,52.406503,5.898492
,WERL KAZERNE,WERL,Germany,51.566907,7.915326
,SZEGED,SZEGED,Hungary,46.252761,20.096519
,LAKE WANNSEE,BERLIN,Germany,52.437517,13.175561
,Tenkiller Lake Airpark,COOKSON,United States,35.705541,-94.933605
,HOEVENEN,HOEVENEN,Belgium,51.304111,4.388766
,GRAS,HARREVELD,Netherlands,51.981127,6.516252
,Muenster-Telgte,TELGTE,Germany,51.944556,7.773292
JKA,Jack Edwards Airport,Gulf Shores,United States,30.2896389,-87.6717778
,General Villamil Airport,Isabela,Ecuador,-0.942499999,-90.95305555
,Balzers Heliport,Balzers,Switzerland,47.076667,9.5
VIF,Vieste Heliport,Vieste,Italy,41.885277,16.176945
,Alpha,Cork,Ireland,51.400377,-7.901464
,Gogld,Island of Gogland,Russia,60.011662,27.008236
,HIBER,Offshore,Mexico,19.398611,-92.016111
,Punitz-Guessing,Punitz-Guessing,Austria,47.14833,16.31833
HMJ,Khmeinitskiy,Khmeinitskiy,Ukraine,49.366,26.933
HIW,Hiroshima-Nishi,Hiroshima,Japan,34.367,132.408
,Annapolis,Annapolis,United States,38.972944,-76.501158
,High River Regional Airport,High River,Canada,50.3333,-113.833
,Yalata,Yalata,Australia,-31.29,131.51
HZL,Hazleton Municipal,Hazleton,United States,40.989167,-76.0025
CBE,Greater Cumberland Rgnl.,Cumberland,United States,39.615278,-78.760556
,Sugar Loaf Shores Airport,Key West,United States,24.6487544,-81.5798083
,Wyndham,Wyndham,Australia,-15.2857,128.0722
YBO,Bob Quinn Lake,Bob Quinn Lake,Canada,56.58,-130.5
,Songo Songo,Songo Songo Island,Tanzania,-8.528056,39.506944
,Jongomero Camp,Ruaha National Park,Tanzania,-7.895,34.580853
,Msembe Airstrip,Msembe,Tanzania,-7.686111,35.926944
FGL,Fox Glacier Airstrip,Fox Glacier,New Zealand,-43.4,170.033
KLF,Grabtsevo,Kaluga,Russia,54.55,36.367
,Reykjahlid,Reykjahlid,Iceland,65.6,-17.0
XEV,Central Station,Stockholm,Sweden,59.33,18.058056
QYX,Central Station,Uppsala,Sweden,59.858333,17.646111
QRH,Centraal,Rotterdam,Netherlands,51.924444,4.469444
XYJ,Holesovice,Praha,Czech Republic,50.11,14.439444
BNJ,Hauptbahnhof,Bonn,Germany,50.731944,7.096944
ZGH,Central,Copenhagen,Denmark,55.672778,12.564444
ZSB,Hauptbahnhof,Salzburg,Austria,47.813056,13.046667
ZWE,Centraal,Antwerp,Belgium,51.217222,4.421111
ELL,Ellisras,Lephalale,South Africa,-23.666667,27.75
LNR,Tri-County Regional Airport,Lone Rock,United States,43.211667,-90.181667
,Price County Airport,Phillips,United States,45.705,-90.403056
,Municipal,Monroe,United States,42.616389,-89.591944
JOT,Regional Airport,Joliet,United States,41.517778,-88.175556
VYS,Illinois Valley Regional,Peru,United States,41.351944,-89.153056
,Dirk Hartog Island,Dirk Hartog Island,Australia,-26.00937,113.160008
JXN,Reynolds Field,Jackson,United States,42.260556,-84.460556
,Flugplatz,Furstenwalde,Germany,52.393889,14.099722
,Flugplatz Finow,Eberswalde,Germany,52.827222,13.693611
,Joseph A. Hardy Airport,Connellsville,United States,39.959167,-79.657222
,Bedford County,Bedford,United States,40.086111,-78.513333
BBX,Wings Field,Philadelphia,United States,40.1375,-75.265
OBE,County,Okeechobee,United States,27.265833,-80.851111
SEF,Regional - Hendricks AAF,Sebring,United States,27.456389,-81.342222
AVO,Executive,Avon Park,United States,27.591389,-81.528889
GIF,Gilbert Airport,Winter Haven,United States,28.062778,-81.753333
ZPH,Municipal Airport,Zephyrhills,United States,28.228056,-82.155833
OCF,International Airport,Ocala,United States,29.1725,-82.224167
JES,Jesup-Wayne County Airport,Jesup,United States,31.553889,-81.8825
52A,Madison GA Municipal Airport,Madison,United States,33.612125,-83.4604444
CCO,Coweta County Airport,Newnan,United States,33.3115656,-84.7697554
HQU,McDuffie County Airport,Thomson,United States,33.5297315,-82.5169509
AIK,Municipal Airport,Aiken,United States,33.6493889,-81.6850278
CDN,Woodward Field,Camden,United States,34.2835833,-80.5648611
LBT,Municipal Airport,Lumberton,United States,34.6098056,-79.0595556
3J1,Ridgeland Airport,Ridgeland,United States,32.4934167,-80.99175
SOP,Moore County Airport,Pinehurst-Southern Pines,United States,35.2376111,-79.3887958
RCZ,Richmond County Airport,Rockingham,United States,34.8913056,-79.7596111
99N,Bamberg County Airport,Bamberg,United States,33.3045278,-81.1084167
93C,Richland Airport,Richland Center,United States,43.2833575,-90.2982819
Y51,Municipal Airport,Viroqua,United States,43.5793603,-90.8964742
DLL,Baraboo Wisconsin Dells Airport,Baraboo,United States,43.5217843,-89.7709266
7A4,Foster Field,Apple River,United States,42.4664444,-90.1693889
SVH,Regional Airport,Statesville,United States,35.7649958,-80.9538958
C89,Sylvania Airport,Sturtevant,United States,42.70325,-87.9589722
BUU,Municipal Airport,Burlington,United States,42.6907171,-88.3046825
N53,Stroudsburg-Pocono Airport,East Stroudsburg,United States,41.0358717,-75.1606789
70N,Spring Hill Airport,Sterling,United States,41.3473569,-75.4158972
06N,Randall Airport,Middletown,United States,41.431912,-74.3915611
LHV,William T. Piper Mem.,Lock Haven,United States,41.1357778,-77.4223056
29D,Grove City Airport,Grove City,United States,41.1460278,-80.16775
04G,Lansdowne Airport,Youngstown,United States,41.1304722,-80.6195833
3G3,Wadsworth Municipal,Wadsworth,United States,41.0031572,-81.7564401
3G4,Ashland County Airport,Ashland,United States,40.9029722,-82.2556389
4G0,Pittsburgh-Monroeville Airport,Monroeville,United States,40.4526389,-79.7749167
,Zelienople Municipal Airport,Zelienople,United States,40.8019722,-80.1608611
2G9,Somerset County Airport,Somerset,United States,40.0388708,-79.0149951
4G4,Youngstown Elser Metro Airport,Youngstown,United States,40.9617953,-80.6773264
41N,Braceville Airport,Braceville,United States,41.2111675,-80.9692572
LPR,Lorain County Regional Airport,Lorain-Elyria,United States,41.3442778,-82.1776389
7D9,Germack Airport,Geneva,United States,41.7778322,-80.9039797
BKL,Burke Lakefront Airport,Cleveland,United States,41.5175,-81.683333
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,42.4933353,-79.2720417
4G2,Hamburg Inc Airport,Hamburg,United States,42.7008925,-78.9147569
N87,Trenton-Robbinsville Airport,Trenton,United States,40.2139444,-74.6017778
VAY,South Jersey Regional Airport,Mount Holly,United States,39.9428889,-74.84575
7N7,Spitfire Aerodrome,Pedricktown,United States,39.7355633,-75.3977211
LDJ,Linden Airport,Linden,United States,40.6174472,-74.2445942
O03,Morgantown Airport,Morgantown,United States,40.1570414,-75.8704892
0W3,Harford County Airport,Churchville,United States,39.5668378,-76.2024028
ANQ,Tri-State Steuben County Airport,Angola,United States,41.6396983,-85.0834933
C65,Plymouth Municipal Airport,Plymouth,United States,41.3651307,-86.3002574
,Warsaw Municipal Airport,Warsaw,United States,41.2746944,-85.8400556
VNW,Van Wert County Airport,Van Wert,United States,40.8638295,-84.606358
17G,Port Bucyrus-Crawford County Airport,Bucyrus,United States,40.7815556,-82.9748056
X07,Lake Wales Municipal Airport,Lake Wales,United States,27.8938056,-81.6203889
RMY,Brooks Field Airport,Marshall,United States,42.2511932,-84.9554443
GVQ,Genesee County Airport,Batavia,United States,43.03175,-78.1696667
0G7,Finger Lakes Regional Airport,Seneca Falls,United States,42.8835647,-76.7812318
N69,Stormville Airport,Stormville,United States,41.5769708,-73.7323514
4B8,Robertson Field,Plainville,United States,41.6893333,-72.8646944
0G6,Williams County Airport,Bryan,United States,41.4673056,-84.5067778
CLW,Clearwater Air Park,Clearwater,United States,27.9764722,-82.7586667
X49,South Lakeland Airport,Lakeland,United States,27.9333581,-82.0439739
SCS,Scatsta Airport,Scatsta,United Kingdom,60.433,-1.3
,North Sea,Buchan Alpha,United Kingdom,57.9039,0.0319
,North Sea,Buchan Alpha,United Kingdom,57.9039,0.0319
,North Sea,Claymore,United Kingdom,58.4494,-0.2536
,North Sea,FPSO Anasuria,United Kingdom,57.1524,0.0483
,North Sea,BP Bruce,United Kingdom,58.44,2.33
,North Sea,Buchan Alpha,United Kingdom,57.9039,0.0319
,North Sea,Buzzard,United Kingdom,56.8,0.766
,North Sea,Clyde,United Kingdom,56.45,2.2833
,North Sea,Cormorant Alpha,United Kingdom,61.2333,-1.15
,North Sea,Forties Alpha,United Kingdom,57.7167,-1.0167
,North Sea,Forties Charlie,United Kingdom,57.7167,-1.0167
,North Sea,Fulmar,United Kingdom,56.48,2.13
,North Sea,Gannet Alpha,United Kingdom,57.3,1.2
,North Sea,Montrose Alpha,United Kingdom,57.4506,1.3883
,North Sea,Tern,United Kingdom,61.3333,0.8333
,Atlantic Ocean,FPSO Xikomba,Angola,-6.0333,11.0166
QWC,Zoo,Berlin,Germany,52.507222,13.3325
ZFR,Frankfurt Oder Hbf,Frankfurt Oder,Germany,52.336944,14.547222
PLY,Gare de Lyon,Paris,France,48.844722,2.373611
XHP,Gare de LEst,Paris,France,48.876944,2.359167
PAR,All Airports,Paris,France,48.856389,2.352222
BHF,Ostbahnhof,Berlin,Germany,52.51,13.434722
LON,All Airports,London,United Kingdom,51.508056,-0.127778
NYC,All Airports,New York,United States,40.714167,-74.005833
CHI,All Airports,Chicago,United States,41.883611,-87.631667
CGX,Meigs Field,Chicago,United States,41.860278,-87.609722
TYO,All Airports,Tokyo,Japan,35.689444,139.691667
BJS,All Airports,Beijing,China,39.904167,116.407222
MIL,All Airports,Milan,Italy,45.463611,9.188056
WAS,All Airports,Washington,United States,38.889444,-77.035278
YMQ,All Airports,Montreal,Canada,45.508611,-73.553889
YTO,All Airports,Toronto,Canada,43.653056,-79.383056
,Longhua Airport,Shanghai,China,31.166944,121.453611
JZP,Pickens County Airport,Jasper,United States,34.4534722,-84.4572222
BGS,Gesundbrunnen,Berlin,Germany,52.548611,13.389444
,Saarmund Airport,Saarmund,Germany,52.3089943,13.1006727
CRE,Grand Strand Airport,North Myrtle Beach,United States,33.81175,-78.7239444
SMT,Sun Moon Lake Airport,Sun Moon Lake,Taiwan,23.8833,120.933
IGQ,Lansing Municipal,Lansing,United States,41.5349167,-87.5295278
Y72,Bloyer Field,Tomah,United States,43.9762222,-90.4806111
RNM,Ramona Airport,Ramona,United States,33.0391667,-116.91525
,Dole-Pont Sur Yonne Airport,Pont Sur Yonne,France,48.288333,3.246389
,Dole-St Florentin Cheu Airport,St Florentin Cheu,France,47.981389,3.776389
,Guiscriff-Saulieu Liernais Airport,Saulieu,France,47.238611,4.263056
,Olten Airport,Olten,Switzerland,47.343611,7.8875
BXO,Buochs Airport,Buochs,Switzerland,46.9725,8.398611
,Ambri Airport,Quinto,Switzerland,46.513056,8.689444
,Lodrino Airport,Lodrino,Switzerland,46.29499,8.9916
,Roudnice Airport,Roudnice nad Lebem,Czech Republic,50.407222,14.232778
,Usti Nad Labem Airport,Usti Nad Labem,Czech Republic,50.698889,13.970833
,Mauterndorf Airport,Mauterndorf,Austria,47.131667,13.695278
,Notsch Im Gailtal Airport,Notsch Im Gailtal,Austria,46.580833,13.629167
,Forchheim Airport,Karlsruhe,Germany,49.097778,8.453056
,Bergstrasse Airport,Weinheim,Germany,49.567222,8.611389
,Creil-Meaux Esbly Airport,Meaux,France,48.928611,2.833056
,Belleau Airport,Chateau-Thierry,France,49.066944,3.356111
OEB,Branch County Memorial Airport,Coldwater,United States,41.9335691,-85.0522935
WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,United States,41.2973074,-75.8522405
LNN,Lost Nation Municipal Airport,Willoughby,United States,41.6840278,-81.38975
,Taoyuan Air Base,Taoyuan,Taiwan,25.05660057,121.2442627
UMD,Uummannaq Heliport,Uummannaq,Greenland,70.4047,52.0702
,Civitavecchia,Civitavecchia,Italy,42.6,11.48
RLK,Bayannur,Bayannur,China,40.926389,107.738889
FFT,Capital City Airport,Frankfort,United States,38.1819722,-84.9061389
LEW,Lewiston Maine,Lewiston,United States,44.0484728,-70.2835075
,Inowroclaw Inowr Airport,Inowroclaw,Poland,52.829444,18.330556
,Pruszcz Gdansk Airport,Pruszcz Gdansk,Poland,54.248056,18.671667
6S2,Florence,Florence,United States,43.9828168,-124.1113687
